Ano,Categoria,Produto,Quantidade(L)
1977,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),12.858.163
1977,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,780.548
1977,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2.292.414
1977,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,34.624
1977,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,195.060
1977,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,84.058
1977,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,746.326
1977,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,1.549.579
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,5.170.582
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,3.027.434
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1977,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1978,VINHO DE MESA,Tinto,117.203.914
1978,VINHO DE MESA,Rosado,14.612.454
1978,VINHO DE MESA,Branco,9.477.011
1978,VINHO FINO DE MESA,Tinto,4.920.802
1978,VINHO FINO DE MESA,Rosado,3.501.895
1978,VINHO FINO DE MESA,Branco,9.174.259
1978,VINHO ESPECIAL,Tinto,4.083.073
1978,VINHO ESPECIAL,Rosado,4.177.476
1978,VINHO ESPECIAL,Branco,1.987.023
1978,ESPUMANTES,Espumante  Moscatel,-
1978,ESPUMANTES,Espumante,-
1978,ESPUMANTES,Espumante Orgânico,-
1978,SUCO DE UVAS,Suco Natural Integral,-
1978,SUCO DE UVAS,Suco Adoçado,-
1978,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1978,SUCO DE UVAS,Suco Orgânico,-
1978,SUCO DE UVAS,Outros sucos de uvas,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1978,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),432.596
1978,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),12.014.556
1978,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,866.773
1978,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2.396.689
1978,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,56.372
1978,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2.217.900
1978,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,327.450
1978,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.452.955
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,5.649.977
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,3.094.302
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1978,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1979,VINHO DE MESA,Tinto,119.496.652
1979,VINHO DE MESA,Rosado,18.643.308
1979,VINHO DE MESA,Branco,11.469.152
1979,VINHO FINO DE MESA,Tinto,6.360.276
1979,VINHO FINO DE MESA,Rosado,4.119.615
1979,VINHO FINO DE MESA,Branco,11.215.938
1979,VINHO ESPECIAL,Tinto,7.004.780
1979,VINHO ESPECIAL,Rosado,5.067.851
1979,VINHO ESPECIAL,Branco,1.717.926
1979,ESPUMANTES,Espumante  Moscatel,-
1979,ESPUMANTES,Espumante,-
1979,ESPUMANTES,Espumante Orgânico,-
1979,SUCO DE UVAS,Suco Natural Integral,-
1979,SUCO DE UVAS,Suco Adoçado,-
1979,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1979,SUCO DE UVAS,Suco Orgânico,-
1979,SUCO DE UVAS,Outros sucos de uvas,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1979,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),812.433
1979,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),9.991.254
1979,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,3.062.750
1979,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,3.374.608
1979,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,47.738
1979,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,6.293.317
1979,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,485.800
1979,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.144.256
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,976.174
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2.531.379
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1979,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1980,VINHO DE MESA,Tinto,99.646.124
1980,VINHO DE MESA,Rosado,14.746.625
1980,VINHO DE MESA,Branco,8.432.549
1980,VINHO FINO DE MESA,Tinto,7.244.385
1980,VINHO FINO DE MESA,Rosado,5.096.819
1980,VINHO FINO DE MESA,Branco,10.635.138
1980,VINHO ESPECIAL,Tinto,4.608.059
1980,VINHO ESPECIAL,Rosado,4.312.513
1980,VINHO ESPECIAL,Branco,2.136.202
1980,ESPUMANTES,Espumante  Moscatel,-
1980,ESPUMANTES,Espumante,-
1980,ESPUMANTES,Espumante Orgânico,-
1980,SUCO DE UVAS,Suco Natural Integral,-
1980,SUCO DE UVAS,Suco Adoçado,-
1980,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1980,SUCO DE UVAS,Suco Orgânico,-
1980,SUCO DE UVAS,Outros sucos de uvas,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1980,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),494.061
1980,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2.593.406
1980,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,1.778.900
1980,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,4.414.074
1980,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,25.352
1980,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,3.806.641
1980,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,113.550
1980,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.052.253
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,697.908
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2.077.542
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1980,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1981,VINHO DE MESA,Tinto,99.151.812
1981,VINHO DE MESA,Rosado,16.360.547
1981,VINHO DE MESA,Branco,13.382.221
1981,VINHO FINO DE MESA,Tinto,7.403.644
1981,VINHO FINO DE MESA,Rosado,2.738.962
1981,VINHO FINO DE MESA,Branco,11.465.251
1981,VINHO ESPECIAL,Tinto,1.906.240
1981,VINHO ESPECIAL,Rosado,3.388.872
1981,VINHO ESPECIAL,Branco,1.611.948
1981,ESPUMANTES,Espumante  Moscatel,-
1981,ESPUMANTES,Espumante,-
1981,ESPUMANTES,Espumante Orgânico,-
1981,SUCO DE UVAS,Suco Natural Integral,-
1981,SUCO DE UVAS,Suco Adoçado,-
1981,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1981,SUCO DE UVAS,Suco Orgânico,-
1981,SUCO DE UVAS,Outros sucos de uvas,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1981,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),1.770.895
1981,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.637.947
1981,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2.728.959
1981,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,3.861.367
1981,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,4.236
1981,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,4.518.098
1981,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,360.180
1981,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.296.456
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,579.372
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,1.940.670
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1981,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1982,VINHO DE MESA,Tinto,131.957.890
1982,VINHO DE MESA,Rosado,15.786.964
1982,VINHO DE MESA,Branco,19.116.918
1982,VINHO FINO DE MESA,Tinto,7.699.010
1982,VINHO FINO DE MESA,Rosado,3.608.877
1982,VINHO FINO DE MESA,Branco,14.995.041
1982,VINHO ESPECIAL,Tinto,939.619
1982,VINHO ESPECIAL,Rosado,2.418.770
1982,VINHO ESPECIAL,Branco,1.652.620
1982,ESPUMANTES,Espumante  Moscatel,-
1982,ESPUMANTES,Espumante,-
1982,ESPUMANTES,Espumante Orgânico,-
1982,SUCO DE UVAS,Suco Natural Integral,-
1982,SUCO DE UVAS,Suco Adoçado,-
1982,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1982,SUCO DE UVAS,Suco Orgânico,-
1982,SUCO DE UVAS,Outros sucos de uvas,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1982,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),496.554
1982,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.348.154
1982,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,3.466.121
1982,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,4.261.912
1982,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,30.410
1982,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2.068.930
1982,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,607.630
1982,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.434.183
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,708.876
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2.347.859
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1982,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1983,VINHO DE MESA,Tinto,151.852.639
1983,VINHO DE MESA,Rosado,23.841.328
1983,VINHO DE MESA,Branco,19.922.653
1983,VINHO FINO DE MESA,Tinto,9.811.525
1983,VINHO FINO DE MESA,Rosado,3.548.807
1983,VINHO FINO DE MESA,Branco,19.329.787
1983,VINHO ESPECIAL,Tinto,1.034.452
1983,VINHO ESPECIAL,Rosado,2.735.222
1983,VINHO ESPECIAL,Branco,1.623.957
1983,ESPUMANTES,Espumante  Moscatel,-
1983,ESPUMANTES,Espumante,-
1983,ESPUMANTES,Espumante Orgânico,-
1983,SUCO DE UVAS,Suco Natural Integral,-
1983,SUCO DE UVAS,Suco Adoçado,-
1983,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1983,SUCO DE UVAS,Suco Orgânico,-
1983,SUCO DE UVAS,Outros sucos de uvas,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1983,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),339.085
1983,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.212.182
1983,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2.029.714
1983,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,4.062.927
1983,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,25.618
1983,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,872.156
1983,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,215.868
1983,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.490.691
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,657.957
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,1.800.611
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1983,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1984,VINHO DE MESA,Tinto,129.249.097
1984,VINHO DE MESA,Rosado,21.724.540
1984,VINHO DE MESA,Branco,20.645.870
1984,VINHO FINO DE MESA,Tinto,14.797.285
1984,VINHO FINO DE MESA,Rosado,3.714.334
1984,VINHO FINO DE MESA,Branco,23.652.774
1984,VINHO ESPECIAL,Tinto,1.043.073
1984,VINHO ESPECIAL,Rosado,2.308.400
1984,VINHO ESPECIAL,Branco,2.184.184
1984,ESPUMANTES,Espumante  Moscatel,-
1984,ESPUMANTES,Espumante,-
1984,ESPUMANTES,Espumante Orgânico,-
1984,SUCO DE UVAS,Suco Natural Integral,-
1984,SUCO DE UVAS,Suco Adoçado,-
1984,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1984,SUCO DE UVAS,Suco Orgânico,-
1984,SUCO DE UVAS,Outros sucos de uvas,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1984,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),434.913
1984,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.074.816
1984,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,1.678.482
1984,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,4.994.248
1984,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,36.717
1984,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,1.095.044
1984,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,914.641
1984,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.690.012
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,656.837
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,1.708.907
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1984,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
